IID	ChipType
6189	chip_unknown
6250	chip_unknown
6296	chip_unknown
6879	chip_unknown
6493	chip_unknown
6127	chip_unknown
6077	chip_unknown
6124	chip_unknown
6882	chip_unknown
6633	chip_unknown
6252	chip_unknown
6897	chip_unknown
6815	chip_unknown
6793	chip_unknown
6263	chip_unknown
6828	chip_unknown
6105	chip_unknown
6665	chip_unknown
6093	chip_unknown
6583	chip_unknown
6274	chip_unknown
7103	chip_unknown
704	chip_unknown
7500	chip_unknown
7567	chip_unknown
7224	chip_unknown
7228	chip_unknown
7544	chip_unknown
7611	chip_unknown
6949	chip_unknown
7470	chip_unknown
748	chip_unknown
6916	chip_unknown
7284	chip_unknown
7572	chip_unknown
7405	chip_unknown
717	chip_unknown
7141	chip_unknown
7498	chip_unknown
7281	chip_unknown
7184	chip_unknown
7561	chip_unknown
7028	chip_unknown
7454	chip_unknown
7053	chip_unknown
7257	chip_unknown
6900	chip_unknown
7569	chip_unknown
693	chip_unknown
7099	chip_unknown
734	chip_unknown
7134	chip_unknown
7297	chip_unknown
7493	chip_unknown
7339	chip_unknown
7011	chip_unknown
7190	chip_unknown
7244	chip_unknown
7311	chip_unknown
6934	chip_unknown
7362	chip_unknown
7345	chip_unknown
6927	chip_unknown
7763	chip_unknown
8180	chip_unknown
8304	chip_unknown
8319	chip_unknown
7888	chip_unknown
813	chip_unknown
7707	chip_unknown
7931	chip_unknown
8139	chip_unknown
8379	chip_unknown
7670	chip_unknown
8360	chip_unknown
7856	chip_unknown
810	chip_unknown
8049	chip_unknown
8203	chip_unknown
7953	chip_unknown
7842	chip_unknown
8056	chip_unknown
7800	chip_unknown
7757	chip_unknown
7753	chip_unknown
7854	chip_unknown
7959	chip_unknown
7759	chip_unknown
7622	chip_unknown
8158	chip_unknown
8352	chip_unknown
7733	chip_unknown
7701	chip_unknown
7781	chip_unknown
77	chip_unknown
7857	chip_unknown
7798	chip_unknown
7912	chip_unknown
8204	chip_unknown
7907	chip_unknown
7693	chip_unknown
8766	chip_unknown
9218	chip_unknown
8930	chip_unknown
8588	chip_unknown
9046	chip_unknown
9243	chip_unknown
9143	chip_unknown
8578	chip_unknown
845	chip_unknown
9126	chip_unknown
9146	chip_unknown
8563	chip_unknown
90	chip_unknown
86	chip_unknown
8990	chip_unknown
8656	chip_unknown
9217	chip_unknown
8534	chip_unknown
9023	chip_unknown
8466	chip_unknown
8947	chip_unknown
8844	chip_unknown
9079	chip_unknown
9129	chip_unknown
8565	chip_unknown
8933	chip_unknown
8522	chip_unknown
8723	chip_unknown
9111	chip_unknown
8739	chip_unknown
9166	chip_unknown
9039	chip_unknown
8538	chip_unknown
8915	chip_unknown
9036	chip_unknown
9081	chip_unknown
8796	chip_unknown
8978	chip_unknown
8939	chip_unknown
8619	chip_unknown
8951	chip_unknown
9164	chip_unknown
8715	chip_unknown
8948	chip_unknown
8529	chip_unknown
9247	chip_unknown
8780	chip_unknown
8546	chip_unknown
8666	chip_unknown
9862	chip_unknown
9530	chip_unknown
9489	chip_unknown
9327	chip_unknown
9413	chip_unknown
9672	chip_unknown
9784	chip_unknown
9724	chip_unknown
9906	chip_unknown
9835	chip_unknown
9480	chip_unknown
9974	chip_unknown
9832	chip_unknown
9281	chip_unknown
9541	chip_unknown
9283	chip_unknown
9707	chip_unknown
9849	chip_unknown
9507	chip_unknown
9336	chip_unknown
9752	chip_unknown
9486	chip_unknown
9575	chip_unknown
9656	chip_unknown
9561	chip_unknown
937	chip_unknown
9905	chip_unknown
9468	chip_unknown
9429	chip_unknown
9430	chip_unknown
972	chip_unknown
9471	chip_unknown
9314	chip_unknown
9817	chip_unknown
9497	chip_unknown
9277	chip_unknown
9886	chip_unknown
9366	chip_unknown
9979	chip_unknown
